,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
22,False,/cBKEtKtTwXtRNbVQS1nxuO8ToJw.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",https://www.thekiller2022.com/,938008,tt19713090,['KR'],ko,더 킬러: 죽어도 되는 아이,"When retired hitman’s wife goes on vacation with her friend, she asks him to look after the friend's teenage daughter. Things go awry when he is forced to use a little violence to protect the girl from juvenile delinquents, but then they are found dead and the girl is kidnapped.",47.601,/1VbLdFkOW5v8iE2TFMoPo5pKNUQ.jpg,"[{'id': 48320, 'logo_path': None, 'name': 'M-Line Distribution', 'origin_country': 'KR'}, {'id': 68635, 'logo_path': None, 'name': 'iHQ', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-07-13,595112,95,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,Mission: save the girl.,The Killer,False,7.7,375
23,False,/9GVaQMfv8uhIKWQdDUxP02intKW.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]",,602295,tt15108954,['KR'],ko,유체이탈자,"Unable to remember anything about his life, a man begins regaining consciousness in a new body every 12 hours. Now, he must piece together his identity, all while evading attacks from pursuing agents and dangerous criminals alike.",4.704,/pufGxcWEyADFcoqeDcJlAAVX0Fl.jpg,"[{'id': 84678, 'logo_path': '/8pjrX8L669kQUdCqCCpv3uWOSBC.png', 'name': 'BA Entertainment', 'origin_country': 'KR'}, {'id': 114516, 'logo_path': '/aLLFFBt7dC0lblRVjGy4IuMxrIA.png', 'name': 'Saram Entertainment', 'origin_country': 'KR'}, {'id': 91505, 'logo_path': '/c6ggS6OO4tyEcgBQ7sHs67LDfES.png', 'name': 'Plus M Entertainment', 'origin_country': 'KR'}, {'id': 139571, 'logo_path': None, 'name': 'ABO Entertainment', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2021-10-17,0,108,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,No memory. No allies. Nowhere left to run.,Spiritwalker,False,6.3,72
24,False,/rENYZSx6HFME7YLbbY0qGYayL7F.jpg,,7280000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",https://www.burning-movie.com/,491584,tt7282468,['KR'],ko,버닝,"Deliveryman Jongsu is out on a job when he runs into Haemi, a girl who once lived in his neighbourhood. She asks if he'd mind looking after her cat while she's away on a trip to Africa. On her return, she introduces to Jongsu an enigmatic young man named Ben, who she met during her trip. One day Ben tells Jongsu about his most unusual hobby.",14.716,/kXiF80o74fE9gf3Utf9moAI7ar0.jpg,"[{'id': 6925, 'logo_path': '/7dvA3vHHZgLRImFa3QTA91jIkQL.png', 'name': 'Pinehouse Film', 'origin_country': 'KR'}, {'id': 20811, 'logo_path': None, 'name': 'NOWFILM', 'origin_country': 'KR'}, {'id': 15505, 'logo_path': '/3MuBcEqLa5QRkZTpXBLzyk9zOmO.png', 'name': 'NHK', 'origin_country': 'JP'}, {'id': 11590, 'logo_path': '/7OOrgnVw0RAX3tq8ikWUmNud8qT.png', 'name': 'Finecut', 'origin_country': 'KR'}, {'id': 68969, 'logo_path': '/xXKhzWIdhsAlekyg0GTNZUkvQc1.png', 'name': 'CGV Arthouse', 'origin_country': 'KR'}, {'id': 88607, 'logo_path': None, 'name': 'Union Investment Partners', 'origin_country': 'KR'}, {'id': 81594, 'logo_path': None, 'name': 'Michigan Venture Capital', 'origin_country': 'KR'}, {'id': 106343, 'logo_path': '/qyBiY6gtl6OpO0bsDfyBCGY1fVe.png', 'name': 'Timewise Investment', 'origin_country': 'KR'}, {'id': 119446, 'logo_path': '/OtKHwFyTlm5XUFMrWakECpve7T.png', 'name': 'kth', 'origin_country': 'KR'}, {'id': 74216, 'logo_path': '/gNBRUzI4CI9cKfNDsR9KOdlkEj6.png', 'name': 'Busan Film Commission', 'origin_country': 'KR'}, {'id': 100305, 'logo_path': '/aVyp89twN22GhC2sZTkRP9gHHeX.png', 'name': 'Seoul Film Commission', 'origin_country': 'KR'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'KR', 'name': 'South Korea'}]",2018-05-17,6591038,148,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,The truth is all in your head.,Burning,False,7.38,1623
25,False,/2tZb1Aq8TK55GAWuGnosGy9Rmt5.jpg,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,821661,tt16755970,['KR'],ko,해피 뉴 이어,A romantic comedy of a young man and woman that is told in the background of hotel 'Emross'. It has stories of people who met each other at Hotel Emross during the New Year holidays. Each one has his own memory to relate and create relationships or just going nostalgic.,8.759,/z1kgyVRmoNd4MxsP4NTNMadsPRZ.jpg,"[{'id': 108532, 'logo_path': '/lHzoqEuTPHwKSFiBx9skKpp9vCc.png', 'name': 'Hive Media Corp', 'origin_country': 'KR'}, {'id': 7036, 'logo_path': '/javbyY0ZCvlFJtly3tpZqf2NwLX.png', 'name': 'CJ Entertainment', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2021-12-29,1906786,137,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,"14 people, 14 colors.",A Year-End Medley,False,7.1,143
26,False,/iWHXT7XmACGUEMY61f2hkXs5udE.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,882580,tt23746764,['KR'],ko,크리스마스 캐럴,"On a Christmas Eve, a lifeless body of teenage boy is found. The victim's revenge-driven twin brother checks himself into a juvie to hunt down the suspects.",3.562,/10IwVuwmz3f0ZLPXXDoVgoh5F73.jpg,"[{'id': 11590, 'logo_path': '/7OOrgnVw0RAX3tq8ikWUmNud8qT.png', 'name': 'Finecut', 'origin_country': 'KR'}, {'id': 88607, 'logo_path': None, 'name': 'Union Investment Partners', 'origin_country': 'KR'}, {'id': 164303, 'logo_path': None, 'name': 'D Station (KR)', 'origin_country': ''}, {'id': 203088, 'logo_path': None, 'name': ""Blue Plan'It"", 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-12-07,0,131,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,There is no end before I avenge my brother.,Christmas Carol,False,6.529,17
27,False,/bBFpkBVlOR2qeT6oE3W9uPkfNOr.jpg,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,962489,tt22872370,['KR'],ko,동감,A story about the love and friendship that takes place in an era where a man and a woman communicate through radio by chance.,4.546,/mTKlh5orSD9hsE8fbn5Tb4azHSJ.jpg,"[{'id': 175845, 'logo_path': None, 'name': 'Go Go Studio', 'origin_country': 'KR'}, {'id': 175846, 'logo_path': '/nvDW10govwZjHWfYMeisgHhyZg0.png', 'name': 'BY4M Studio', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-11-16,0,114,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,All of us who want to love.,Ditto,False,6.453,32
28,False,/j1mVOt9GRg1LcsEVcXFG3Ab1otb.jpg,,0,"[{'id': 80, 'name': 'Crime'}]",,610321,tt16676718,['KR'],ko,경관의 피,"A by-the-book police officer is assigned to secretly investigate a team leader who believes that the rules shouldn't stop an investigation. As the officer investigates further, his own attitudes begin to mirror the team leader's.",2.784,/3YtKjWJweenEg2ic25PdDvRMdff.jpg,"[{'id': 110679, 'logo_path': None, 'name': 'Leeyang Film', 'origin_country': 'KR'}, {'id': 113584, 'logo_path': '/8BSD4OLpa5DnXdXYX4jwf5cyb6D.png', 'name': 'Acemaker Movieworks', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-01-05,0,120,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,Lingering tension of two cops who will you trust.,The Policeman's Lineage,False,6.5,30
29,False,/hS2NJsSNNtmDflANdVuv9jJUm86.jpg,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,616670,tt13236270,['KR'],ko,인생은 아름다워,"Suddenly learning she is terminally ill, Se-yeon asks her husband, Jin-bong the absurd task of helping her find her first love, and he unwillingly joins her search. Along their journey, Se-yeon and Jin-bong are reminded of the most glittering, beautiful moments of their lives.",3.256,/yV4cquqr4QxOMWJNAmwtAQ9xVoo.jpg,"[{'id': 92012, 'logo_path': '/lGELj7l0lQpnbC4uYm3nX4jS4d1.png', 'name': 'The LAMP', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-09-28,0,122,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,All my life's glittering moments turned into songs.,Life Is Beautiful,False,6.694,18
30,False,/8HOGCOnZn9T10htivZ95CGdko8F.jpg,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,718289,tt21632892,['KR'],ko,리미트,"A cop that goes undercover to hunt down the criminal behind a horrific kidnapping case. The police officer who gets involved in the case by taking the place of the kidnapping victim’s parents. As she fights to chase down the criminal, she finds herself caught up in tense, high-stakes mind games with the kidnapper.",1.622,/cVoRc42K618DN88CBqFj46H1Wv4.jpg,"[{'id': 115543, 'logo_path': '/kMsoq2uAziGgB3w6zjP3xMQHlOP.png', 'name': 'JNC Media Group', 'origin_country': 'KR'}, {'id': 136966, 'logo_path': None, 'name': 'Better Tomorrow', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-08-31,0,87,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,Limit,False,5.2,10
31,False,/8GcacyGZS5ybHicRTkBBkgJDsBt.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,731684,tt19849514,['KR'],ko,공기살인,The massive scandal comes to light through a father's unwavering search for the truth behind the sudden death of his family.,4.12,/8DC0Gx2vGyaDaIdVMk6n5jsN2Zp.jpg,"[{'id': 113586, 'logo_path': '/1ttGM0XnnO82aKJwWp4iBrveK7G.png', 'name': 'The Contents On', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-04-22,0,108,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,"Visible Victim, Invisible Suspect",Toxic,False,7.261,23
32,False,/ljQ71Tn4N083lnKtmeQFpRkscbf.jpg,"{'id': 795277, 'name': 'Honest Candidate Collection', 'poster_path': '/mKjXagatYLGQYlRBtrm1mGaxhY9.jpg', 'backdrop_path': '/bJywSc4fCXiztLvlB3nehN0DYMC.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}]",http://its-new.co.kr/movie/works/detail.aspx?seq=1132&search=&year=&lang=kr&pageNum=1&type=up,795276,tt22048600,['KR'],ko,정직한 후보 2,"As a politician, Joo Sang-Sook (Ra Mi-Ran) attempted to run for the fourth time as a member of the nationally assembly. After visiting her grandmother, Joo Sang-Sook was unable to tell a lie. Now, Joo Sang-Sook attempts to return to the political world.",1.655,/twEdG9NGbnSOZxEm7e0BF6h5FL5.jpg,"[{'id': 96988, 'logo_path': '/akinMWSzcOArgVt7xJPdy7AOl1d.png', 'name': 'Soo Film', 'origin_country': 'KR'}, {'id': 96989, 'logo_path': None, 'name': 'Hong Film', 'origin_country': 'KR'}, {'id': 20064, 'logo_path': '/2In7Heq6DuXDjOwPmJqHWkpohaL.png', 'name': 'Next Entertainment World', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-09-28,0,0,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,Honest Candidate 2,False,6.4,14
33,False,/bDFI9ix7k6FAeZ0O4urYuY3XNzs.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,628802,tt12663772,['KR'],ko,이상한 나라의 수학자,"Ji-woo, an outcast at a prestigious private school, meets Hak-sung, the school janitor who is actually a mathematical genius who defected from North Korea.",6.254,/ypUHhgPyawYu2SeTHMmaYUZ9HaF.jpg,"[{'id': 112851, 'logo_path': '/bJIVAjPek9M0qB7ewEUJwQW6ztt.png', 'name': 'Joy Rabbit', 'origin_country': 'KR'}, {'id': 3491, 'logo_path': '/hXRKXi3M9qfP4Npi1kjAaH4eGnM.png', 'name': 'Showbox', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-03-18,0,117,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,A genius mathematician with a hidden past and a needy student given up on math.,In Our Prime,False,8.0,52
34,False,/3FhwpNm3wDTRR7nOjY3kJq0msU2.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",,630217,tt19632878,['KR'],ko,스텔라,"A comic and heartwarming drama about a man who gradually comes to term with his late father while on the run in his father's wacky beat-up car, ""Stellar"".",3.635,/adw4Lz30lzrEcVrNkLyUM38KNuc.jpg,"[{'id': 117236, 'logo_path': '/gM81y541KXHLgmD63p2GdD7S6lS.png', 'name': 'Daydream', 'origin_country': 'KR'}, {'id': 128333, 'logo_path': '/cIFX3XS0k5UzJwOi5rvCDlpgzib.png', 'name': 'CJ CGV', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-04-06,0,98,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,Stellar: A Magical Ride,False,6.7,9
35,False,/92KMjcUcPwHqC3Gf9Dnpgs3vEey.jpg,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",,626129,tt19245482,['KR'],ko,앵커,A mysterious informant calls a broadcast news anchor to request that the anchor report on the informant’s inevitable death.,4.579,/7Z4bi97AzflpOFOBVtib3xCDGpq.jpg,"[{'id': 112752, 'logo_path': '/konEnW2gyAYBRhRv5E6wBlRBYnD.png', 'name': 'about Film', 'origin_country': 'KR'}, {'id': 113584, 'logo_path': '/8BSD4OLpa5DnXdXYX4jwf5cyb6D.png', 'name': 'Acemaker Movieworks', 'origin_country': 'KR'}, {'id': 136117, 'logo_path': '/cBWqghjeWZ7ZgyCMyP64NH2h89R.png', 'name': 'Insight Film', 'origin_country': 'KR'}, {'id': 11431, 'logo_path': '/sXqbqN9cr10QmmqeIWm1sIG93mf.png', 'name': 'DCG Plus', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-04-20,1300000,111,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,My death should be reported through your voice.,The Anchor,False,5.6,27
36,False,/9QeNhyNFJeOswFIOxLIKwH8NAhS.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,573787,tt17491616,['KR'],ko,킹메이커,"Seo Chang-dae, an ambitious political campaign strategist who ends up having ideological differences with his present client, receives a lucrative offer that will put his loyalty under the microscope.",4.933,/AkwAlOeqjh2IaXALDZszYEvZqFN.jpg,"[{'id': 91505, 'logo_path': '/c6ggS6OO4tyEcgBQ7sHs67LDfES.png', 'name': 'Plus M Entertainment', 'origin_country': 'KR'}, {'id': 126602, 'logo_path': '/z5H5UasanRtCU9qWugAxy4ysq6W.png', 'name': 'See Át Film', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-01-26,6019720,123,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,A politician dreams of changing the world with an excellent campaign strategist behind.,Kingmaker,False,7.077,26
37,False,/6cmKP4k30LuZ9KPS3aEdDurituV.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,958937,tt5213138,"['SG', 'KR']",ko,아줌마,A widow obsessed with Korean soap operas travels abroad for the first time in her life and finds more than she bargained for in Seoul.,2.391,/stg68STX02Cwtpgj5PDqfQhb3dc.jpg,"[{'id': 95425, 'logo_path': '/AbMalyMcfqq8uFuzv2rwszdyui6.png', 'name': 'Giraffe Pictures', 'origin_country': 'SG'}, {'id': 187409, 'logo_path': None, 'name': 'The Whale Company', 'origin_country': 'SG'}, {'id': 36270, 'logo_path': '/diDSz5VPxV5AAYaDg1Ih8jJpCdu.png', 'name': 'Korean Film Council', 'origin_country': 'KR'}, {'id': 100305, 'logo_path': '/aVyp89twN22GhC2sZTkRP9gHHeX.png', 'name': 'Seoul Film Commission', 'origin_country': 'KR'}, {'id': 202699, 'logo_path': None, 'name': 'Singapore Film Commission', 'origin_country': 'SG'}]","[{'iso_3166_1': 'SG', 'name': 'Singapore'}, {'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-10-27,0,90,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,"LIFE, LIKE A KOREAN DRAMA.",Ajoomma,False,6.9,16
38,False,/hwG6UD5yDoEOyl4mSCyTmbdyuhd.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,743814,tt18372308,['KR'],ko,인민을 위해 복무하라,"Mu-kwang volunteers to be a kitchen police of Sa-taek, the divisional commander, dreaming of success. One day, Mu-kwang meets Su-ryeon by chance, who is a young and beautiful wife of the commander. Soon, he feels a strong attraction by her.",12.995,/1V308VhbYx8rr4ubNE28JAgEaQt.jpg,"[{'id': 115543, 'logo_path': '/kMsoq2uAziGgB3w6zjP3xMQHlOP.png', 'name': 'JNC Media Group', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-02-23,0,146,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,Serve the People,False,6.4,34
39,False,/yiYwRU9nAYZDQkZi8l4DMnYpcmz.jpg,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,817557,tt23813502,['KR'],ko,컴백홈,"Gi-se is a failed comedian and estranged son of a mob boss who left his hometown for the city years ago. After his father’s death, his gag show shuts down and he becomes jobless overnight. He decides to return to his hometown, where he meets his old friends and first love Young-shim. He tries to find his place to belong and dreams of a new life. But soon things change radically and he finds himself inheriting his father’s position as a local crime boss that leads him to face the truth about his father’s death.",0.806,/uZiSijg3tnQ6v5lSIR3S9nJGZ0D.jpg,"[{'id': 115543, 'logo_path': '/kMsoq2uAziGgB3w6zjP3xMQHlOP.png', 'name': 'JNC Media Group', 'origin_country': 'KR'}, {'id': 174793, 'logo_path': None, 'name': 'WiseWolf Co', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-10-05,0,109,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,A failed comedian inherits a gang boss,Hometown,False,5.3,6
40,False,/vGxyhuvqAIUHbORgupzrpxiWv7w.jpg,,0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",,581390,tt14371900,['KR'],ko,자산어보,"When the scholar Jeong Yak-jeon is exiled to Heuksando Island during the Catholic Persecution of 1801, he decides to write a fish-based encyclopaedia.",3.24,/tTIULfN1xR0j7weyTD35kIy3RMQ.jpg,"[{'id': 91505, 'logo_path': '/c6ggS6OO4tyEcgBQ7sHs67LDfES.png', 'name': 'Plus M Entertainment', 'origin_country': 'KR'}, {'id': 123119, 'logo_path': None, 'name': 'Cineworld', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2021-03-31,0,126,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,"Born as noble, one dreams to be humble. Born as humble, the other dreams to be noble.",The Book of Fish,False,7.9,33
41,False,/4ZyLEOwCxgFG9MTcqSY6kqiwJtB.jpg,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",https://cinephobiareleasing.com/film/the-human-trap/,840528,tt27553313,['KR'],ko,창애: 짐승 잡는 덫,A camping trip featuring a group of naïve teens turns out to be the weekend from hell when they come into contact with a deranged Doctor and his evil assistant.,1.554,/qshJkpp8sVvG8MqafPQGF8EOfDi.jpg,[],"[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2021-07-09,0,82,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,The Human Trap,False,7.0,3
42,False,/z51wokzgouCkd4ri8YidruThw7u.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,795797,tt14035108,['KR'],ko,인트로덕션,"Young-ho goes to see his father who is tending to a famous patient. He surprises his girlfriend, Ju-won, in Berlin where she is studying fashion design. He goes to a seaside hotel to meet his mother and brings his friend Jeong-soo with him. In each instance, he anticipates an important conversation. But sometimes a shared look, or a shared smoke, can mean as much as anything we could say to those close to us.",1.295,/a9aTkREV7ZbwMzgHaknjqWZUtUG.jpg,"[{'id': 17387, 'logo_path': '/7vpMH9k3fqiE6Zw0mnRayFd8Tuw.png', 'name': 'Jeonwonsa Film', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2021-05-27,0,66,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,Introduction,False,6.3,24
43,False,/4KoyRYyH2EtAdCdAMzglVF1JskX.jpg,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,817480,,['KR'],ko,피어썸,Based on a true story about the horrifying incident that happened to the band who went on a trip to Chuncheon.,0.563,/rOPGYktxPcWpkwvhrT70Wm8u9Bv.jpg,[],"[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2021-10-07,0,82,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,Fearsome,False,4.5,2
